0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0.40176272,0.41436172,0.41249323,0.3938467,0.31582123,0.3678108,0.41046292,0.3354155,0.33879697,0.3585678,1.0000001,0.82318914,0.8246977,0.7444166,0.7796428,0.82937557,0.7916337,0.8067374,0.75120753,0.7403124,0.4337111,0.49159735,0.4318177,0.41007748,0.3895266,0.44766873,0.4558875,0.41531262,0.4333777,0.41472337,0.570485,0.51900846,0.46292764,0.5220809,0.46938026,0.5678081,0.5486184,0.55976677,0.57073236,0.57474035,0.2955634,0.33980513,0.31762484,0.29616335,0.36131367,0.31959352,0.2942716,0.29281038,0.33269724,0.3130115,0.3325048,0.48974746,0.4396531,0.46491992,0.44214538,0.4566533,0.45684025,0.42360988,0.6281792,0.47985977,0.4409309,0.4428017,0.43043798,0.4539713,0.42375132,0.42631075,0.5464825,0.44813433,0.48548692,0.35358205,0.4621835,0.461071,0.46999133,0.42886207,0.4546502,0.4963565,0.46910113,0.42487037,0.42667943,0.43711594,0.4062918,0.5400398,0.51250046,0.47053707,0.65208274,0.45320535,0.4821866,0.5216659,0.54566675,0.53642064,0.5490575,0.4739762,0.47667924,0.36800298,0.4365544,0.4526227,0.32315046,0.448612,0.3179558,0.42474502,0.4124543,0.5230082
0.33688125,0.37946844,0.35962513,0.3632093,0.36990213,0.33260852,0.36824778,0.29521516,0.30348504,0.29220012,0.82318914,0.99999994,0.8193449,0.7552544,0.7660479,0.83158314,0.8112733,0.81518173,0.7661254,0.75598836,0.48561054,0.47373015,0.49227217,0.41798556,0.49535936,0.45566905,0.4983874,0.42526102,0.5018445,0.46407905,0.53238004,0.46549344,0.4635813,0.5204923,0.42555523,0.6244565,0.55196625,0.5168159,0.5398973,0.5703311,0.31979883,0.32357115,0.31035826,0.28259403,0.33363962,0.31704563,0.34689167,0.34508878,0.3482564,0.3069844,0.32688588,0.53907865,0.5183214,0.5170786,0.48961404,0.5336509,0.55936384,0.48210397,0.5829112,0.54123265,0.45240757,0.48362917,0.4723406,0.46577844,0.4604593,0.43718943,0.45368317,0.46712017,0.52358705,0.3187643,0.48702136,0.5012492,0.43645665,0.4727516,0.4106863,0.4801445,0.4154437,0.45205635,0.4850186,0.45072728,0.4592049,0.56168574,0.57672757,0.5076151,0.5712802,0.47093332,0.5204634,0.52108276,0.5461264,0.6499344,0.57508165,0.58044326,0.5553562,0.44709775,0.48322237,0.4284277,0.40421566,0.45675048,0.38273868,0.48527113,0.48969668,0.51218414
0.39132628,0.39781693,0.39544398,0.3846937,0.3465478,0.34262985,0.37041065,0.30980822,0.30824137,0.37155142,0.8246977,0.8193449,1.0,0.7497857,0.79052407,0.8210364,0.83994246,0.80242085,0.7305045,0.74059695,0.48189762,0.54356897,0.48288873,0.41393858,0.46998215,0.45736235,0.5202696,0.40534467,0.4738762,0.49336576,0.55188894,0.45885396,0.40574238,0.53124917,0.4276604,0.61631685,0.5200304,0.5448537,0.5803424,0.55245495,0.33501288,0.35033143,0.35567403,0.3006881,0.35495046,0.346041,0.3570554,0.34072495,0.3663591,0.4071609,0.34716475,0.5089489,0.50391287,0.49713606,0.471699,0.50095606,0.49319142,0.48892754,0.5590196,0.5400987,0.5103948,0.44925886,0.3878535,0.44820118,0.43584043,0.42234486,0.42043874,0.43098414,0.48177698,0.32531112,0.45598277,0.4858749,0.3942654,0.4368496,0.4292059,0.43772534,0.44794372,0.45882845,0.4395403,0.45462567,0.44527036,0.5504729,0.52302694,0.47939306,0.5514981,0.47845802,0.54352975,0.5503737,0.5789642,0.5619931,0.57212555,0.59364563,0.55554724,0.41787845,0.59855384,0.50276375,0.40564108,0.47498882,0.37837878,0.5143685,0.4895357,0.6042836
0.33243987,0.37675434,0.34443027,0.36447248,0.3290449,0.35721844,0.35597333,0.32689953,0.3274223,0.3014927,0.7444166,0.7552544,0.7497857,1.0,0.6868633,0.7369028,0.7348973,0.7827487,0.79271287,0.6599361,0.4604051,0.4165876,0.42081633,0.44997752,0.38665646,0.48072794,0.4765074,0.33597535,0.45653552,0.38001743,0.5154692,0.41758496,0.3831094,0.5115996,0.3591683,0.53510064,0.48583663,0.4296318,0.4887517,0.50605446,0.3017179,0.30774355,0.2843583,0.3014845,0.33122414,0.30582893,0.2957784,0.3060877,0.29477742,0.2773789,0.30853608,0.46364906,0.39692852,0.44788906,0.38993663,0.47308207,0.44929326,0.40963632,0.4886407,0.43332842,0.4099225,0.3848612,0.38668963,0.3474468,0.43881762,0.3945037,0.39017314,0.38838652,0.43844646,0.25989372,0.40348497,0.35888138,0.38229415,0.3734127,0.39154857,0.3533043,0.3739319,0.35941866,0.35318094,0.31811136,0.33758783,0.517792,0.47319898,0.44438577,0.49279764,0.46875483,0.46976948,0.46264938,0.44943655,0.49001244,0.50807637,0.4983935,0.48198494,0.3735482,0.41812816,0.40202957,0.34169337,0.4107867,0.34630066,0.4038403,0.40715623,0.50961864
0.30734327,0.3592892,0.31566498,0.32858506,0.31916118,0.278992,0.32635427,0.26452336,0.27279177,0.25330067,0.7796428,0.7660479,0.79052407,0.6868633,1.0,0.7714867,0.77522725,0.76264066,0.6601701,0.7010673,0.4152825,0.41514584,0.40866986,0.29880306,0.40749592,0.35198665,0.43132597,0.35476127,0.37611115,0.39251274,0.4667134,0.42998627,0.40122068,0.5216943,0.4040643,0.55465186,0.50947994,0.506654,0.5856917,0.7841957,0.3247209,0.34130886,0.3113777,0.31277773,0.38924226,0.3234253,0.3721386,0.37700891,0.35166878,0.3165862,0.3431419,0.48212346,0.4731109,0.47166184,0.45799184,0.5142536,0.4742483,0.4396812,0.53643,0.4964778,0.44835204,0.44383287,0.4116049,0.45754054,0.49592447,0.39879712,0.4267764,0.4539837,0.67907405,0.31330794,0.43563983,0.45878804,0.3997425,0.40947145,0.40703842,0.42217213,0.39090955,0.38379556,0.4229926,0.4076968,0.3907068,0.48622632,0.52677995,0.45334852,0.48803416,0.4574207,0.45331162,0.5025561,0.51403683,0.5329083,0.7468469,0.4975628,0.49246758,0.38163725,0.42607865,0.40859708,0.4006068,0.41151112,0.3684163,0.49061626,0.39629525,0.46804374
0.36652353,0.4256156,0.38389435,0.37221968,0.3604427,0.3532651,0.3963228,0.34379405,0.32713187,0.33408752,0.82937557,0.83158314,0.8210364,0.7369028,0.7714867,1.0,0.7903813,0.85692257,0.7478303,0.713856,0.48199433,0.51339793,0.47036427,0.42605898,0.45386335,0.4908113,0.47897285,0.4017937,0.6056502,0.4318385,0.57865655,0.48128942,0.42037714,0.5433046,0.43591812,0.586657,0.5209461,0.5147419,0.5508476,0.56507796,0.2996393,0.3370337,0.30826634,0.30931255,0.35077408,0.30977297,0.3364309,0.33860874,0.34261566,0.30855644,0.33020008,0.65965253,0.48987448,0.53965896,0.46023554,0.53041,0.4940013,0.47749698,0.56249803,0.5058057,0.47081348,0.43040472,0.40347618,0.4320022,0.44388103,0.43926036,0.42475724,0.42279074,0.47419292,0.29911232,0.4295208,0.43793035,0.39590243,0.5254732,0.41376466,0.43000486,0.42671227,0.41867217,0.43793243,0.40634874,0.4054458,0.6809951,0.5219863,0.46446887,0.5384645,0.4784768,0.4829012,0.50227904,0.52808166,0.55803514,0.551751,0.5013274,0.47560742,0.39190173,0.43270636,0.4192064,0.34886914,0.40302312,0.344832,0.4275903,0.43243307,0.49405694
0.404649,0.44153872,0.39731884,0.41511482,0.3832528,0.37687624,0.39799482,0.34919667,0.34891883,0.34972388,0.7916337,0.8112733,0.83994246,0.7348973,0.77522725,0.7903813,1.0,0.8091174,0.7018152,0.72022897,0.44684717,0.5051021,0.52728206,0.37682348,0.48140088,0.44741958,0.49237388,0.38322377,0.447105,0.46473223,0.5555093,0.4752415,0.39387867,0.5101871,0.38922858,0.6364301,0.51802087,0.5280872,0.6833151,0.57335716,0.3415415,0.34758812,0.40170735,0.32394385,0.36554593,0.35224345,0.36183834,0.35492763,0.38121378,0.34518847,0.35367215,0.48989022,0.5917936,0.5140438,0.47228456,0.49469793,0.507987,0.4886713,0.56334215,0.5249792,0.48475993,0.45474237,0.4054835,0.45210814,0.42137402,0.4253779,0.4189394,0.43761876,0.49878487,0.26938254,0.5632603,0.5162296,0.35886785,0.37513185,0.36786944,0.39123473,0.39579996,0.40203944,0.4029636,0.38774654,0.3900269,0.52110666,0.5225039,0.47602984,0.5386648,0.44789377,0.52854735,0.66351354,0.5540196,0.5866398,0.5846271,0.5683335,0.51472944,0.4111129,0.46624488,0.4225965,0.40859357,0.42195117,0.37291914,0.54838645,0.48137367,0.5337552
0.35762885,0.42771915,0.37466517,0.37325895,0.35096776,0.3724046,0.39919078,0.3413067,0.36788508,0.31224844,0.8067374,0.81518173,0.80242085,0.7827487,0.76264066,0.85692257,0.8091174,1.0000001,0.8104266,0.7307253,0.48854226,0.5421185,0.49335825,0.50311214,0.44651955,0.61655384,0.49515325,0.40517607,0.5125343,0.44422764,0.6192266,0.48467895,0.42800418,0.57314223,0.4161891,0.5928899,0.5510771,0.49799094,0.57413006,0.5723407,0.32016417,0.32139456,0.30686167,0.30283347,0.3378287,0.3156607,0.32313806,0.33474886,0.341104,0.30370215,0.34174585,0.5932814,0.55255413,0.66805285,0.5067918,0.55841476,0.5332575,0.55080044,0.605493,0.5424701,0.50818676,0.47321507,0.44400668,0.46301833,0.48952365,0.5179251,0.4796312,0.47892168,0.5232358,0.3049603,0.5082877,0.47616273,0.414221,0.46655667,0.42275465,0.45748094,0.4501877,0.4716042,0.44765058,0.41696897,0.4257179,0.6056471,0.55646884,0.5113442,0.5758377,0.50512636,0.5107933,0.5630542,0.5316566,0.60206175,0.58842,0.53567266,0.52487123,0.46038014,0.4659873,0.43292314,0.37469646,0.4387082,0.3607512,0.47488728,0.48345184,0.5247773
0.28366116,0.3451591,0.32533616,0.342997,0.282664,0.30335224,0.3383322,0.26806745,0.3027983,0.26800656,0.75120753,0.7661254,0.7305045,0.79271287,0.6601701,0.7478303,0.7018152,0.8104266,1.0,0.6628708,0.49333355,0.48037848,0.4418784,0.6144178,0.41486818,0.5330439,0.48923615,0.43052667,0.50237596,0.39649072,0.5467761,0.4541958,0.3732698,0.50511193,0.35517868,0.51030105,0.46891746,0.4118034,0.45187292,0.47187737,0.2711858,0.2893004,0.2655256,0.2591955,0.29120716,0.28053996,0.26350322,0.25394073,0.27152237,0.27148974,0.28269452,0.49998972,0.44956338,0.52910465,0.41895744,0.5208012,0.4639538,0.4827875,0.51275647,0.477422,0.4470453,0.40136567,0.36887252,0.34274602,0.4440643,0.4190327,0.38628015,0.38935938,0.41999924,0.28870553,0.410484,0.3748153,0.3859223,0.38155383,0.41122124,0.37901008,0.4061224,0.39170665,0.3693648,0.32814753,0.3616395,0.5191998,0.44721365,0.43972048,0.48673084,0.47018012,0.45891437,0.43926266,0.43372154,0.49981937,0.47736946,0.48885655,0.46282622,0.3886205,0.43075368,0.40754384,0.4037745,0.40087676,0.3622833,0.40727568,0.43171728,0.49750495
0.3444927,0.37992528,0.3597777,0.35296717,0.4422558,0.32293323,0.3573376,0.31211156,0.3263306,0.30029184,0.7403124,0.75598836,0.74059695,0.6599361,0.7010673,0.713856,0.72022897,0.7307253,0.6628708,0.99999994,0.4237542,0.47362423,0.45109826,0.41673303,0.4505952,0.4564807,0.4332222,0.3783329,0.4315935,0.509662,0.5366696,0.4520546,0.41239923,0.45414263,0.40137485,0.56036323,0.8028941,0.55092436,0.52008927,0.54969823,0.43048853,0.31453958,0.3005833,0.31926587,0.32991704,0.3091559,0.3131193,0.3130824,0.33448982,0.30028063,0.32759845,0.5023991,0.481048,0.4978218,0.7127374,0.4571577,0.49545524,0.4897222,0.5548636,0.50955147,0.4482273,0.42984137,0.39724362,0.462373,0.4041507,0.42006657,0.4214776,0.6539096,0.4669581,0.28970376,0.48987812,0.445869,0.37715533,0.40678555,0.35369864,0.4303777,0.40032896,0.41289863,0.4162754,0.4441069,0.40052304,0.46920428,0.49980557,0.73401874,0.50034845,0.39491943,0.45161158,0.47557932,0.5243076,0.49781376,0.5139352,0.49766928,0.6885454,0.4087192,0.43756092,0.39982024,0.36088842,0.39553642,0.34567142,0.443268,0.42101356,0.48175204
0.41410857,0.46357998,0.462688,0.4238679,0.4087252,0.39611873,0.46415803,0.4184814,0.38569438,0.38090748,0.4337111,0.48561054,0.48189762,0.4604051,0.4152825,0.48199433,0.44684717,0.48854226,0.49333355,0.4237542,1.0,0.56778926,0.77098197,0.7191643,0.7757494,0.7733782,0.7736797,0.6542322,0.7967003,0.7070054,0.54453695,0.47943413,0.4743207,0.7966134,0.52400553,0.5971354,0.49533728,0.4557894,0.5208492,0.5034919,0.43132842,0.3991024,0.38919297,0.42467323,0.41462964,0.40756562,0.42498305,0.40470973,0.40519997,0.4254373,0.4018007,0.57971,0.5407794,0.5663364,0.48400775,0.7764085,0.5330503,0.5410718,0.5773303,0.56420434,0.5068308,0.45345736,0.4247785,0.4141379,0.6754233,0.4639836,0.41356286,0.4072681,0.43478236,0.41115475,0.42270166,0.44508404,0.40095943,0.44443834,0.6182037,0.43618557,0.429937,0.4626521,0.46821663,0.4066127,0.44597656,0.50135005,0.455044,0.42522582,0.4684887,0.69266695,0.47207803,0.4487853,0.46514574,0.51214826,0.47760728,0.57499355,0.52146447,0.4334892,0.48511657,0.49954075,0.46614277,0.49406314,0.44952473,0.49593312,0.4762933,0.4953354
0.3490317,0.3631617,0.36660868,0.342521,0.31294167,0.31656238,0.3719663,0.33003235,0.3326085,0.35092038,0.49159735,0.47373015,0.54356897,0.4165876,0.41514584,0.51339793,0.5051021,0.5421185,0.48037848,0.47362423,0.56778926,1.0000001,0.56771934,0.59748775,0.546211,0.62410444,0.56998587,0.5694472,0.5748497,0.5681972,0.6449412,0.5155447,0.45178688,0.5283531,0.46450955,0.57234055,0.55029625,0.5297761,0.5699861,0.48633868,0.3900108,0.37132496,0.37801206,0.3725693,0.3783658,0.3188197,0.34654802,0.35319582,0.3802826,0.3661139,0.35186827,0.6161925,0.62246376,0.64607745,0.59473896,0.5670874,0.5915595,0.60943776,0.6416487,0.6209568,0.7610282,0.4311377,0.36516967,0.39654803,0.35414723,0.4348632,0.38653657,0.40899706,0.3719484,0.27588165,0.4598606,0.40556994,0.37396047,0.3617309,0.36406302,0.3802461,0.5160695,0.41326717,0.3640634,0.36915466,0.37111723,0.4492123,0.40983802,0.42849806,0.4540476,0.39695483,0.4620536,0.5005665,0.45868856,0.4378069,0.4089648,0.461029,0.46459472,0.38929048,0.47315118,0.41219077,0.36899328,0.41078383,0.34798083,0.4395647,0.44746602,0.6308744
