0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0.24525887,0.24828036,0.27805158,0.4647053,0.467075,0.2836751,0.29902935,0.3935665,0.3121238,0.22299804,0.9999997,0.54013777,0.529243,0.24176335,0.5144351,0.36391386,0.7708225,0.35262492,0.2535455,0.44000518,0.39764622,0.648865,0.38212097,0.35931823,0.35049844,0.44283348,0.46330714,0.35673314,0.53847593,0.5312261,0.5649285,0.54168224,0.3642074,0.26230082,0.36888504,0.5850137,0.5596496,0.35267267,0.40624887,0.3175888,0.41897047,0.42555022,0.3728012,0.42361143,0.429558,0.3522304,0.38671505,0.5117604,0.37658843,0.473425,0.33663803,0.32954088,0.39860138,0.3670669,0.29580998,0.33023754,0.42513523,0.30646455,0.297269,0.32118103,0.44464839,0.35387087,0.3421612,0.40084946,0.40781075,0.36972427,0.37973833,0.51232564,0.34110704,0.25070605,0.2614115,0.09875403,0.271482,0.39920965,0.17563784,0.20702754,0.1392974,0.17452021,0.16652451,0.17571509,0.36776835,0.3378,0.46093917,0.38951844,0.25025788,0.34572157,0.47459975,0.34169498,0.40203807,0.44982687
0.21320793,0.18741599,0.21791898,0.3456591,0.37358254,0.38616794,0.40073088,0.3515087,0.34827656,0.28562906,0.54013777,1.0000002,0.5780186,0.31578967,0.6960174,0.34883827,0.6060921,0.47202104,0.3255357,0.46884015,0.33364177,0.41477156,0.38882598,0.3620304,0.41820514,0.42323852,0.30730394,0.33418196,0.384858,0.5787735,0.4828163,0.5234879,0.39525187,0.24387155,0.36250982,0.4155669,0.59176505,0.5376969,0.37605545,0.21563593,0.52821535,0.5201252,0.35174507,0.45843485,0.46460578,0.43336976,0.4693861,0.46312118,0.40846863,0.53652155,0.3262825,0.3583502,0.39389062,0.40158677,0.32615408,0.3804591,0.35426438,0.35443822,0.34264967,0.32280678,0.43674025,0.36737472,0.32412988,0.41503018,0.4341219,0.32343188,0.38819787,0.25687295,0.40549818,0.22874644,0.29529494,0.12356965,0.2916383,0.31846148,0.3084234,0.23600507,0.23942633,0.19050229,0.21162546,0.20376475,0.34342632,0.34190598,0.41857737,0.30433676,0.27721784,0.32671785,0.43521926,0.34123304,0.43245342,0.35694066
0.249043,0.19544908,0.2468587,0.33853212,0.41185385,0.32779944,0.28745744,0.33977175,0.30177152,0.26522893,0.529243,0.5780186,0.9999999,0.3150219,0.4495599,0.42483306,0.49543914,0.36838835,0.37566927,0.3625486,0.36666983,0.3758903,0.3112354,0.32074094,0.380507,0.45076966,0.3837395,0.2887709,0.41380775,0.43922812,0.45798942,0.38497627,0.30096543,0.16598764,0.24295981,0.39775345,0.4429961,0.35093185,0.28756112,0.26780954,0.49244055,0.46702272,0.41645795,0.46448544,0.47576416,0.42176574,0.43595332,0.4815757,0.464981,0.47634947,0.41986006,0.28774709,0.42314,0.395551,0.37178642,0.38417646,0.4214389,0.4041024,0.42072225,0.40366492,0.42082977,0.45602238,0.38822165,0.40489084,0.4441469,0.46793726,0.45263958,0.34439552,0.39108226,0.32611918,0.38116646,0.25398797,0.3903372,0.34003705,0.3530035,0.35478282,0.32919767,0.29448143,0.32242143,0.31613663,0.42514926,0.35725635,0.4410415,0.39061004,0.39369678,0.37962216,0.4685124,0.43516618,0.4607132,0.41466132
0.41663206,0.46797612,0.29537067,0.33296978,0.27223876,0.5016231,0.453252,0.4948566,0.504735,0.4423421,0.24176335,0.31578967,0.3150219,1.0000001,0.27735296,0.43606693,0.2888971,0.55094975,0.8689725,0.696396,0.39120692,0.28256842,0.44308183,0.37413505,0.56025237,0.45466745,0.45525017,0.3848055,0.40219915,0.385668,0.3552451,0.31580418,0.36149767,0.25470984,0.37501505,0.32785383,0.26496354,0.45540255,0.24941337,0.33744243,0.568815,0.37577486,0.546167,0.53507876,0.54927367,0.57950693,0.5289018,0.52066445,0.5543552,0.4204771,0.41980577,0.29801303,0.5003597,0.43117842,0.37398466,0.38077962,0.34338176,0.2830633,0.3064112,0.35340077,0.33544934,0.3610006,0.27871376,0.30429086,0.39931312,0.2467671,0.38229385,0.22723854,0.30764595,0.23739615,0.31422514,0.34475872,0.436965,0.35007846,0.37104478,0.36749774,0.3676479,0.3880078,0.29368988,0.28833753,0.43743128,0.43080813,0.3906735,0.3640517,0.4188276,0.31006765,0.4127183,0.39405367,0.33893296,0.40268075
0.26667568,0.2421807,0.35191217,0.35475463,0.50725174,0.39948356,0.4038803,0.38978642,0.33712187,0.26504552,0.5144351,0.6960174,0.4495599,0.27735296,1.0000001,0.43897542,0.7192893,0.48103628,0.25627142,0.38541877,0.4852914,0.38513377,0.55265397,0.56705093,0.48035693,0.54697317,0.37627664,0.46566775,0.5271305,0.6328821,0.6121715,0.6126624,0.5122147,0.36811042,0.45690462,0.51216424,0.60777414,0.6260561,0.4289129,0.36660263,0.5189329,0.5552656,0.3720379,0.4684304,0.51931655,0.37067565,0.47972596,0.4648249,0.40297422,0.5819441,0.37372965,0.3782068,0.5260491,0.34089044,0.25379202,0.38922948,0.32655263,0.3545733,0.31257534,0.30683056,0.5497573,0.4330581,0.3722575,0.4081432,0.48727256,0.29908565,0.44531667,0.24756391,0.48256218,0.23134139,0.2875643,0.039291613,0.29838195,0.33600855,0.25444043,0.19297028,0.13568321,0.23399621,0.14453702,0.115965076,0.36812702,0.3186211,0.4366927,0.42086157,0.3077684,0.33473516,0.42044553,0.328093,0.41310725,0.45405677
0.66493297,0.5206982,0.48281163,0.53835595,0.36360037,0.5765388,0.58240473,0.60650253,0.55875397,0.57043314,0.36391386,0.34883827,0.42483306,0.43606693,0.43897542,1.0,0.45216107,0.41775995,0.3993919,0.33122933,0.4736335,0.3498521,0.47124106,0.5338738,0.4654509,0.5288629,0.5109878,0.36646208,0.468797,0.4577272,0.44331226,0.36613804,0.3269082,0.2028932,0.2562423,0.37092078,0.3267098,0.33962223,0.22167484,0.32135478,0.55512166,0.35569003,0.5501051,0.57530224,0.5771497,0.53003097,0.5820575,0.5594146,0.6010009,0.3943635,0.4251907,0.29334742,0.47376806,0.3835093,0.25886178,0.34427053,0.39477366,0.34322456,0.43740532,0.33694014,0.42937008,0.43736723,0.3850911,0.32993197,0.381038,0.30473083,0.36137795,0.22482923,0.38875562,0.17227155,0.36895218,0.2807786,0.40021595,0.43328163,0.3580227,0.35696366,0.36494297,0.3625596,0.35904786,0.37372681,0.40201256,0.34616888,0.38164717,0.41160524,0.41232052,0.26611695,0.36922115,0.3126179,0.36752644,0.33691752
0.3343761,0.27678877,0.39850616,0.48979923,0.6144349,0.41136304,0.41762745,0.44030017,0.3656799,0.32034096,0.7708225,0.6060921,0.49543914,0.2888971,0.7192893,0.45216107,0.99999994,0.3944546,0.27140486,0.41259828,0.52866226,0.5916969,0.5143968,0.5071815,0.49614656,0.55986804,0.5242747,0.41639474,0.6700729,0.6638637,0.6720333,0.69762963,0.46572378,0.34518796,0.48716486,0.6556518,0.6075256,0.47122598,0.4818405,0.39313558,0.5246252,0.4942641,0.3894841,0.4934373,0.5175917,0.44394928,0.47987503,0.51470697,0.45318133,0.5440297,0.38132447,0.4029138,0.50300896,0.37831578,0.28572986,0.35272044,0.4348635,0.31956613,0.3654516,0.32634568,0.56393063,0.3996207,0.40576127,0.41143706,0.45752385,0.34209976,0.4606285,0.4485194,0.43884647,0.2547559,0.3182818,0.07522243,0.32161823,0.41556397,0.24245137,0.22973523,0.17030229,0.19659641,0.18608794,0.16992913,0.4154241,0.35797003,0.5091864,0.43540102,0.34163472,0.3508,0.49551097,0.39347917,0.47831476,0.51993084
0.39748842,0.4168038,0.43964642,0.4037653,0.26049134,0.5699419,0.47176957,0.44427866,0.5049411,0.39224625,0.35262492,0.47202104,0.36838835,0.55094975,0.48103628,0.41775995,0.3944546,1.0,0.50765294,0.37316436,0.43456766,0.3120829,0.4103789,0.35243788,0.5383535,0.46019977,0.3914578,0.59152156,0.49658436,0.44532055,0.42662558,0.40910202,0.37712532,0.4540628,0.28956652,0.32632372,0.4121007,0.43856823,0.34256652,0.24885255,0.53334534,0.42846608,0.5163834,0.58797956,0.5497831,0.4951527,0.5533608,0.5929445,0.5122336,0.47601366,0.44972408,0.53332704,0.43554747,0.44271812,0.3125766,0.49518007,0.39030188,0.3295463,0.26366246,0.3407276,0.37253565,0.39646947,0.34715047,0.36775208,0.43005383,0.38500103,0.4159045,0.2878872,0.44447398,0.225561,0.34189683,0.20924453,0.31561014,0.4233486,0.26818645,0.33390194,0.26622477,0.28704825,0.2204068,0.2760849,0.4290882,0.46320823,0.43741366,0.42484722,0.3759874,0.38197377,0.43654093,0.37146032,0.3885596,0.39923453
0.33418402,0.38405353,0.19245413,0.25138238,0.28099126,0.4549542,0.35451669,0.36760333,0.43076432,0.31516707,0.2535455,0.3255357,0.37566927,0.8689725,0.25627142,0.3993919,0.27140486,0.50765294,1.0000002,0.7118889,0.30128056,0.28050685,0.34524602,0.27666909,0.54142267,0.4258932,0.4314723,0.31647214,0.4000439,0.34806243,0.32824817,0.31647432,0.3699809,0.16650167,0.3196836,0.33325514,0.28561556,0.43367532,0.24489333,0.2798484,0.57218605,0.3463702,0.5373591,0.52089626,0.53603595,0.5366055,0.5131538,0.5242962,0.56558096,0.41128895,0.43376282,0.26354435,0.4664238,0.38564527,0.39584237,0.35564867,0.35111696,0.2808127,0.33215034,0.36418366,0.30955234,0.35057625,0.26344872,0.301599,0.3712201,0.29568404,0.38791817,0.24358639,0.28128296,0.26323354,0.3264002,0.4006328,0.47378793,0.38075227,0.40440834,0.41035768,0.40412363,0.42176867,0.31990278,0.30706084,0.4709475,0.40502483,0.34254864,0.35098505,0.45778143,0.31019464,0.42101657,0.3727993,0.33282468,0.3895613
0.26339012,0.30268875,0.19850712,0.3148316,0.2640268,0.3114295,0.26632395,0.33543357,0.33508235,0.24363998,0.44000518,0.46884015,0.3625486,0.696396,0.38541877,0.33122933,0.41259828,0.37316436,0.7118889,1.0000001,0.29491362,0.33218554,0.37665394,0.30058658,0.3492548,0.4097676,0.37899885,0.3683314,0.3716509,0.37771022,0.3585321,0.35918066,0.4266874,0.17828156,0.27667084,0.37220103,0.38267207,0.38923976,0.22030292,0.2589476,0.43222815,0.27775332,0.35906947,0.36622226,0.43506265,0.37511656,0.36217666,0.39992306,0.38137546,0.33502144,0.37807712,0.2977255,0.4739915,0.3533854,0.35428214,0.35883397,0.3310286,0.2800939,0.3239992,0.2784419,0.3766353,0.33141115,0.20170975,0.3408035,0.4040898,0.23779573,0.2726596,0.27733308,0.24010998,0.14260402,0.29464763,0.25499782,0.355423,0.3349539,0.2842646,0.25651813,0.25932983,0.3354141,0.19536032,0.20864858,0.37670618,0.32171905,0.31357375,0.3316285,0.29889563,0.28055465,0.35284033,0.2941857,0.32707444,0.39765784
0.4399231,0.4292378,0.5540329,0.5091733,0.4192636,0.50738454,0.48243418,0.46196744,0.42140096,0.4938705,0.39764622,0.33364177,0.36666983,0.39120692,0.4852914,0.4736335,0.52866226,0.43456766,0.30128056,0.29491362,1.0000001,0.51575,0.6380908,0.6317552,0.5919938,0.71037376,0.5374859,0.56538814,0.7136014,0.5812278,0.5521473,0.4868427,0.40898737,0.38755095,0.3905383,0.4743765,0.46230006,0.38784936,0.37079966,0.47069067,0.48021376,0.33504125,0.43009907,0.6237536,0.53452396,0.47609138,0.5361535,0.52822757,0.4664854,0.3816066,0.4770368,0.37449467,0.46205917,0.38727146,0.30207783,0.41248223,0.34737304,0.3221202,0.32373545,0.32325947,0.47424814,0.45059156,0.37227687,0.38980117,0.4514852,0.3363597,0.38327864,0.26815125,0.39436284,0.17574611,0.38873357,0.2237351,0.30109394,0.33753213,0.25087523,0.30363062,0.19025567,0.29537308,0.24177724,0.21895356,0.3139086,0.37378275,0.3939769,0.367911,0.30373934,0.3256415,0.34062204,0.35535944,0.3754055,0.42227298
0.3013038,0.26721114,0.28499812,0.43538967,0.4977491,0.36756286,0.39105985,0.30988163,0.28807408,0.31022355,0.648865,0.41477156,0.3758903,0.28256842,0.38513377,0.3498521,0.5916969,0.3120829,0.28050685,0.33218554,0.51575,1.0000002,0.5362203,0.3610606,0.43120992,0.52824247,0.5286146,0.41163298,0.5717962,0.5750885,0.4259418,0.4411562,0.36622974,0.28294504,0.34850723,0.49596283,0.466765,0.35363436,0.42803618,0.36296967,0.46575832,0.35934728,0.41422117,0.55081636,0.46191263,0.41513667,0.43715408,0.5738688,0.4389005,0.39131793,0.3569752,0.2945201,0.3740716,0.31235752,0.35282305,0.2913131,0.38368747,0.2572784,0.3252031,0.3655199,0.4285607,0.34797534,0.34017003,0.3828039,0.41673702,0.37141803,0.32839298,0.45823017,0.28718856,0.27615875,0.31517228,0.2562466,0.3198545,0.39947882,0.26999685,0.3294239,0.2327573,0.2933259,0.2919168,0.23657373,0.32061648,0.33056673,0.36132213,0.33396873,0.2604441,0.34957835,0.3653268,0.3449624,0.36402944,0.35878244
0.44580385,0.35816994,0.36754203,0.42377385,0.5198019,0.46123433,0.49760553,0.42470115,0.3362627,0.42875186,0.38212097,0.38882598,0.3112354,0.44308183,0.55265397,0.47124106,0.5143968,0.4103789,0.34524602,0.37665394,0.6380908,0.5362203,1.0,0.59206295,0.5999849,0.7275566,0.49609107,0.60155874,0.5458545,0.6189312,0.53648376,0.49656916,0.5059848,0.48294774,0.51154846,0.5101502,0.48128957,0.553024,0.4618363,0.50854117,0.49865282,0.41086748,0.44950435,0.58517885,0.57294184,0.45048252,0.5334227,0.51927245,0.49658987,0.42575845,0.45438623,0.32939944,0.5163922,0.3372084,0.32166216,0.3217464,0.2822859,0.3160536,0.36904618,0.36460683,0.48678303,0.45225373,0.3771496,0.40365422,0.50493854,0.28882036,0.41315287,0.27636847,0.40958667,0.23782928,0.40314275,0.29527715,0.37337202,0.38723785,0.3775953,0.335526,0.2933759,0.40914097,0.33046824,0.31508338,0.33540624,0.3634734,0.37986162,0.40214348,0.29327714,0.37095118,0.3367455,0.37385657,0.38559338,0.3802138
0.32938886,0.36167613,0.41349313,0.32310688,0.37421194,0.38890815,0.39021832,0.52776986,0.3741348,0.3699168,0.35931823,0.3620304,0.32074094,0.37413505,0.56705093,0.5338738,0.5071815,0.35243788,0.27666909,0.30058658,0.6317552,0.3610606,0.59206295,1.0,0.5443763,0.5806212,0.45298502,0.43659034,0.56836057,0.5310765,0.4959855,0.4986993,0.42521447,0.3559275,0.42307147,0.42774507,0.4776105,0.49454153,0.33158213,0.37411457,0.45450905,0.35016173,0.36235827,0.44927108,0.44155607,0.40980855,0.44850427,0.4166313,0.37983254,0.40274185,0.37334746,0.38058144,0.4046863,0.31786075,0.24160182,0.34774855,0.270736,0.35225898,0.35493714,0.25108537,0.40816766,0.36223546,0.30339882,0.27216518,0.38105962,0.26236695,0.35574386,0.17188652,0.3507316,0.20971775,0.34664428,0.1468597,0.20697138,0.2740191,0.2110804,0.21541424,0.21853638,0.2432095,0.21984065,0.19255988,0.34490287,0.2697458,0.39447936,0.32695162,0.32193762,0.28052074,0.31260923,0.3492636,0.3328496,0.36992985
0.428026,0.450069,0.36769652,0.34408668,0.4422528,0.6028025,0.5181272,0.46583232,0.61467946,0.46396476,0.35049844,0.41820514,0.380507,0.56025237,0.48035693,0.4654509,0.49614656,0.5383535,0.54142267,0.3492548,0.5919938,0.43120992,0.5999849,0.5443763,1.0,0.6700381,0.5753244,0.50275886,0.6934797,0.6228259,0.5699401,0.53728807,0.3783009,0.3849301,0.65488863,0.48426184,0.42591202,0.6087631,0.3669544,0.44358858,0.6507296,0.5316383,0.6367766,0.6696762,0.6687075,0.6298587,0.67206156,0.6502964,0.6532842,0.5959489,0.44921696,0.36419246,0.44859117,0.3813092,0.3673032,0.3619723,0.37721542,0.34152958,0.36686614,0.35809058,0.45286155,0.4605512,0.37678123,0.37891358,0.48378143,0.426486,0.46121177,0.22918722,0.41196534,0.29335332,0.34202135,0.294326,0.36646122,0.36825824,0.3730037,0.4236933,0.32044512,0.35770103,0.3406748,0.25200865,0.4700232,0.44496596,0.42965475,0.47110993,0.43947923,0.38892943,0.44053406,0.43683773,0.46040773,0.40442413
