0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0.50778544,0.43941784,0.53783524,0.41910934,0.44220918,0.34769347,0.47889575,0.5243219,0.44778273,0.4769063,1.0000001,0.62843263,0.6184741,0.6522892,0.6373374,0.48689008,0.59280807,0.6116153,0.6082768,0.6919149,0.41107213,0.45032817,0.5485048,0.45676038,0.5027285,0.40340248,0.4645935,0.36675552,0.43972546,0.47741595,0.37944776,0.46753466,0.39377978,0.38288334,0.36222917,0.33328408,0.22643025,0.46278852,0.44500667,0.43535563,0.26627353,0.22460932,0.19181344,0.2365695,0.21857925,0.23401071,0.18292665,0.16235465,0.14357466,0.19216515,0.3008533,0.39968693,0.41147983,0.42385834,0.42504084,0.32085657,0.37685075,0.3249332,0.40342107,0.32020032,0.2916604,0.46219042,0.41781008,0.23289748,0.3215515,0.3811946,0.4464085,0.4852352,0.20337035,0.338844
0.3603711,0.384344,0.36427158,0.29917884,0.41938147,0.34480873,0.3950919,0.3274986,0.38837162,0.3295184,0.62843263,1.0,0.60141313,0.46563423,0.5248095,0.5680163,0.5486198,0.6742477,0.58607984,0.6607686,0.34676787,0.34306264,0.33163255,0.34909862,0.32695445,0.31416416,0.32298383,0.29842275,0.34449726,0.42975774,0.25783342,0.33452246,0.2927649,0.25109327,0.2507741,0.29216212,0.18227047,0.25165328,0.29091543,0.37514418,0.21504368,0.2239639,0.2444601,0.24061522,0.24625215,0.22155969,0.20567748,0.16038544,0.15805009,0.27400455,0.26521987,0.2598271,0.32537958,0.25041306,0.3216839,0.22057468,0.28274867,0.26477897,0.29282188,0.19502814,0.3250546,0.42074805,0.4451941,0.27746361,0.37333992,0.37581623,0.3574372,0.43286937,0.19417998,0.2790714
0.42310774,0.42037848,0.43410677,0.40739205,0.41741914,0.3407143,0.38898847,0.39955646,0.4127217,0.39815083,0.6184741,0.60141313,1.0000002,0.56805676,0.5102454,0.60121274,0.60649353,0.62295043,0.6218598,0.5959562,0.4255371,0.4553979,0.40927982,0.42539665,0.40444374,0.3925293,0.4207299,0.40897718,0.43301243,0.46077928,0.39271218,0.44650418,0.37929165,0.39513257,0.3458207,0.30424505,0.1473789,0.37051523,0.46216753,0.42466548,0.27221534,0.16829894,0.18547508,0.2466645,0.20515388,0.24240327,0.24177745,0.07701541,0.11528922,0.19210914,0.273766,0.36158484,0.36184105,0.42166293,0.41289946,0.24759701,0.3442123,0.26589632,0.42329016,0.2487568,0.1685611,0.37906677,0.45302224,0.12105332,0.28785014,0.36362597,0.36866868,0.44278345,0.14535542,0.3774324
0.41652626,0.3893473,0.4390225,0.30799314,0.35660675,0.2894276,0.38497397,0.4514635,0.41018537,0.38979375,0.6522892,0.46563423,0.56805676,1.0,0.5148852,0.43030098,0.6059123,0.4828429,0.5602873,0.53941715,0.31361088,0.373007,0.40658343,0.38223296,0.37983495,0.30582362,0.37761456,0.31239736,0.3481684,0.34184486,0.30122656,0.37612468,0.3353932,0.30644783,0.2887823,0.29753104,0.12842228,0.39116764,0.37198693,0.30998328,0.27570692,0.15804806,0.13304427,0.16743973,0.19338635,0.18435557,0.17767762,0.0939949,0.039517134,0.06873487,0.27905864,0.3416781,0.36265397,0.38030556,0.3675439,0.21156827,0.3244387,0.2991964,0.3434272,0.27698544,0.17594227,0.42642382,0.37338108,0.16852492,0.19312604,0.35231262,0.39062196,0.4158978,0.13960476,0.315606
0.43543407,0.398766,0.43234497,0.2872562,0.33274853,0.3369894,0.36936352,0.4924252,0.4238321,0.3806258,0.6373374,0.5248095,0.5102454,0.5148852,1.0000001,0.5507861,0.45482656,0.46416014,0.55295163,0.56543857,0.22668344,0.24315195,0.31816703,0.27427688,0.24411938,0.16216588,0.31200343,0.21857828,0.24029769,0.3127044,0.28481638,0.34255376,0.278388,0.29827756,0.2689382,0.28883263,0.23565817,0.2860371,0.38547188,0.3437579,0.20386371,0.25921336,0.23100102,0.2564135,0.2322964,0.26868954,0.24488838,0.29715636,0.20951177,0.297843,0.21052581,0.2606346,0.25077146,0.2559024,0.19440748,0.17322025,0.2500187,0.21261111,0.22342159,0.17502223,0.1352466,0.26531026,0.2896042,0.13146232,0.291367,0.32902354,0.30786395,0.31556696,0.20622687,0.25550833
0.33452153,0.32146612,0.32141173,0.24201457,0.26152843,0.23614755,0.25687596,0.2944951,0.3478948,0.30580974,0.48689008,0.5680163,0.60121274,0.43030098,0.5507861,1.0000001,0.5210856,0.5303409,0.64483863,0.55758715,0.27517557,0.30138522,0.21581617,0.31085896,0.27511802,0.18909766,0.2416337,0.22983783,0.28318235,0.34239605,0.23197445,0.18622303,0.15832157,0.20013668,0.13115926,0.14852008,0.12412646,0.19842124,0.22572531,0.2693614,0.1550664,0.26215982,0.36087254,0.3142524,0.27232045,0.3181993,0.3010952,0.27434745,0.2379881,0.27205697,0.26885775,0.17849986,0.19135027,0.21950182,0.19476822,0.07655048,0.16106416,0.2169194,0.20629537,0.15492707,0.22557725,0.29881686,0.3962466,0.15958877,0.3688041,0.34970903,0.31446713,0.29283687,0.20052087,0.23755339
0.3024975,0.31794968,0.3135974,0.26394373,0.2914127,0.22331978,0.32153708,0.3566848,0.345597,0.2558642,0.59280807,0.5486198,0.60649353,0.6059123,0.45482656,0.5210856,1.0000001,0.4836507,0.6353229,0.6040125,0.23303849,0.24404581,0.21866281,0.21937159,0.23118512,0.18846828,0.24922208,0.17070954,0.23432946,0.24416256,0.21682295,0.2674325,0.24184501,0.2523301,0.20867844,0.15391877,0.13201387,0.4296053,0.26761243,0.26573282,0.2239311,0.13142793,0.21255329,0.21189243,0.201526,0.17923056,0.19434528,0.07232789,0.109547496,0.126265,0.32275206,0.26993835,0.49254966,0.3307442,0.2912801,0.22505112,0.3861461,0.23267376,0.32520112,0.24560404,0.22023353,0.37543035,0.42653805,0.21465819,0.3132491,0.3102248,0.3672916,0.43119365,0.15474118,0.27802637
0.44253993,0.43365535,0.43979257,0.41409326,0.37517148,0.30541667,0.45705512,0.28484052,0.42953897,0.3793757,0.6116153,0.6742477,0.62295043,0.4828429,0.46416014,0.5303409,0.4836507,0.99999994,0.5879402,0.616048,0.46291295,0.53028893,0.4016882,0.54679453,0.357265,0.4465096,0.5202428,0.46601078,0.5216185,0.6575654,0.31045613,0.33325416,0.27575043,0.30463088,0.25889617,0.24637778,0.22387303,0.2735107,0.30993462,0.35767552,0.24396752,0.22790967,0.27187634,0.28072602,0.18316741,0.21006598,0.24575056,0.10187589,0.23301966,0.24946672,0.21509938,0.23423466,0.21689479,0.20185487,0.37230396,0.13646108,0.20079674,0.2191369,0.25473866,0.13785058,0.26385927,0.43873984,0.42978364,0.1834889,0.29926524,0.3991123,0.39097783,0.40276095,0.168643,0.298401
0.29122412,0.29723743,0.31744298,0.2499254,0.2965339,0.21377873,0.24928336,0.2926741,0.32523507,0.26113287,0.6082768,0.58607984,0.6218598,0.5602873,0.55295163,0.64483863,0.6353229,0.5879402,1.0000002,0.634439,0.2467901,0.2986525,0.25644058,0.29746047,0.28459144,0.1948649,0.23882125,0.22381747,0.26803386,0.35088983,0.2662533,0.32531765,0.27524996,0.2995351,0.23848014,0.20385948,0.15436319,0.31086132,0.33262655,0.30914238,0.24701448,0.20012149,0.22262603,0.26412612,0.21375188,0.24009742,0.237562,0.12511581,0.10547456,0.14295024,0.24497491,0.2340134,0.24839202,0.2236101,0.27970526,0.09916015,0.19333065,0.19522917,0.20739824,0.1779739,0.20785438,0.41538078,0.3867935,0.15246117,0.29578146,0.33771226,0.4178169,0.4172878,0.16753945,0.24013409
0.40996152,0.42200804,0.3982415,0.4134574,0.39624566,0.37917274,0.38281927,0.39601666,0.45392343,0.36006343,0.6919149,0.6607686,0.5959562,0.53941715,0.56543857,0.55758715,0.6040125,0.616048,0.634439,1.0000001,0.35714188,0.34482747,0.30110458,0.37755758,0.33389544,0.37903693,0.37563106,0.32574946,0.42764902,0.40088725,0.22934139,0.3131399,0.23013952,0.2738929,0.20662805,0.19093446,0.18888195,0.3162098,0.29611173,0.32257614,0.21812183,0.25284213,0.20352297,0.20908731,0.24026781,0.29965922,0.28285262,0.16202308,0.16133843,0.3031843,0.26822117,0.2538226,0.31760493,0.29489356,0.28942212,0.20257093,0.27476096,0.23783492,0.29444206,0.2007176,0.23153974,0.39210355,0.4156949,0.20501289,0.35192567,0.33019355,0.3815112,0.42570052,0.19301751,0.2761684
0.46917823,0.44916105,0.49750212,0.52176034,0.43928355,0.4099103,0.45718712,0.34237432,0.44130176,0.57379687,0.41107213,0.34676787,0.4255371,0.31361088,0.22668344,0.27517557,0.23303849,0.46291295,0.2467901,0.35714188,1.0000004,0.71174455,0.5877891,0.7109664,0.5577516,0.75511074,0.74430513,0.6873456,0.7590184,0.66153145,0.30981085,0.3925359,0.42537588,0.32085177,0.28593,0.2990455,0.2543473,0.33758307,0.28578705,0.40763468,0.16611448,0.24951859,0.22907148,0.19485041,0.08554329,0.25812402,0.20262659,0.08499388,0.15646173,0.25738955,0.2846023,0.470226,0.30296895,0.39937696,0.51819295,0.3354097,0.28369266,0.3745282,0.39181972,0.33295983,0.15829165,0.3061292,0.36409375,0.19483712,0.08283964,0.40106887,0.36402464,0.3631137,0.20946229,0.35205415
0.5794525,0.4291208,0.5785447,0.460954,0.29918474,0.30218652,0.42333037,0.3741016,0.36463243,0.5710628,0.45032817,0.34306264,0.4553979,0.373007,0.24315195,0.30138522,0.24404581,0.53028893,0.2986525,0.34482747,0.71174455,1.0000002,0.69960725,0.91800535,0.71611565,0.7703962,0.84409565,0.89436805,0.8112056,0.89523464,0.28164643,0.41937593,0.3375313,0.36413145,0.32297096,0.27042243,0.2325251,0.42413676,0.36066782,0.4333176,0.16941239,0.25831154,0.29864353,0.26959583,0.16896644,0.343459,0.2821959,0.086605944,0.11740636,0.24587706,0.24077335,0.38115466,0.23709035,0.43517372,0.49827,0.25726622,0.28482535,0.3629985,0.38890737,0.3682725,0.1814173,0.3231654,0.28416246,0.17146298,0.12197222,0.34358925,0.31742024,0.33382958,0.109823644,0.2618262
0.56626356,0.37779275,0.55648386,0.44674346,0.4277566,0.32660818,0.44020635,0.503384,0.349787,0.5552571,0.5485048,0.33163255,0.40927982,0.40658343,0.31816703,0.21581617,0.21866281,0.4016882,0.25644058,0.30110458,0.5877891,0.69960725,1.0000004,0.6883702,0.8147286,0.668619,0.753859,0.6568577,0.72478366,0.6720279,0.40601993,0.46469688,0.44386482,0.39761242,0.4668145,0.4114744,0.21130353,0.413392,0.44065356,0.4255171,0.14071202,0.2373698,0.23217753,0.24062084,0.18248448,0.2788622,0.23260452,0.17736067,0.18544112,0.20600228,0.20525064,0.4040255,0.24762422,0.4916102,0.3918603,0.2870406,0.34883523,0.38010678,0.3667551,0.2980939,0.13461883,0.23422004,0.21927041,0.15832533,0.14678076,0.29599229,0.2964087,0.23406588,0.12584539,0.26140827
0.58986485,0.43675512,0.59627235,0.44652894,0.31585312,0.3100772,0.4254051,0.3929977,0.39123315,0.56426024,0.45676038,0.34909862,0.42539665,0.38223296,0.27427688,0.31085896,0.21937159,0.54679453,0.29746047,0.37755758,0.7109664,0.91800535,0.6883702,1.0,0.72664964,0.760963,0.86323124,0.88603455,0.81890315,0.90213984,0.31209785,0.40192384,0.2878234,0.33652055,0.2907286,0.2740647,0.25855687,0.4301908,0.34198365,0.41205728,0.15124786,0.26912162,0.2754665,0.26071003,0.14500861,0.3345366,0.26356387,0.1041799,0.17307696,0.27020246,0.22546521,0.31443387,0.2005463,0.37671953,0.45890477,0.2523714,0.25695428,0.32143128,0.39807463,0.3208889,0.24192902,0.31889492,0.32152382,0.23054501,0.1389887,0.36364964,0.32113278,0.3180281,0.14432481,0.2940519
0.493144,0.30987304,0.5333289,0.385721,0.3089357,0.22973044,0.3277622,0.41455334,0.26306838,0.48322782,0.5027285,0.32695445,0.40444374,0.37983495,0.24411938,0.27511802,0.23118512,0.357265,0.28459144,0.33389544,0.5577516,0.71611565,0.8147286,0.72664964,1.0000001,0.5825098,0.67617095,0.6850949,0.6700534,0.67890596,0.34849986,0.43334967,0.37590668,0.39662623,0.3961323,0.3575582,0.20247218,0.4785542,0.40684468,0.3884381,0.09510243,0.20057154,0.23223661,0.23416947,0.17546059,0.26663974,0.22227961,0.12387838,0.14408275,0.1780759,0.22908041,0.33831918,0.23637201,0.4506064,0.40464678,0.3099837,0.3042183,0.31814855,0.3788873,0.3765092,0.1762652,0.2092534,0.17424288,0.12185237,0.16843809,0.22673231,0.23730698,0.22186865,0.09979805,0.2129505
0.5228059,0.44891766,0.51013964,0.5509561,0.4679243,0.44987962,0.4811743,0.34680143,0.42656067,0.5156732,0.40340248,0.31416416,0.3925293,0.30582362,0.16216588,0.18909766,0.18846828,0.4465096,0.1948649,0.37903693,0.75511074,0.7703962,0.668619,0.760963,0.5825098,1.0000002,0.8622037,0.7619722,0.8978529,0.7135846,0.26364183,0.35519302,0.24733059,0.23562284,0.2536996,0.2499472,0.111860745,0.2465507,0.22186163,0.3841952,0.068114035,0.23815633,0.13873954,0.09783156,0.07780923,0.27237514,0.17390898,0.03629792,0.08380761,0.31880158,0.19263244,0.34128752,0.27109188,0.40688285,0.49144834,0.2845343,0.23006241,0.32684118,0.39195946,0.28395885,0.13953833,0.31903094,0.4306444,0.3141618,0.09355955,0.3909111,0.32943904,0.35127187,0.21351287,0.33612698
0.6222327,0.45594206,0.61107737,0.53457344,0.38566858,0.36721483,0.49994895,0.46072096,0.42198068,0.59273106,0.4645935,0.32298383,0.4207299,0.37761456,0.31200343,0.2416337,0.24922208,0.5202428,0.23882125,0.37563106,0.74430513,0.84409565,0.753859,0.86323124,0.67617095,0.8622037,1.0,0.8124737,0.89740574,0.8084217,0.3396583,0.38193658,0.3123404,0.32205814,0.328149,0.30785635,0.203741,0.37114108,0.3099556,0.4001307,0.09801498,0.2493168,0.23578179,0.20592271,0.1336255,0.3211203,0.23432773,0.10221342,0.16780952,0.29037026,0.20322923,0.34958676,0.2571561,0.4245568,0.43666106,0.2668521,0.2660244,0.32154462,0.3690403,0.2704293,0.12889776,0.29349422,0.30359477,0.18767709,0.11801518,0.34329998,0.2945179,0.3113677,0.16518322,0.31494758
0.60000336,0.48495,0.5861208,0.49363118,0.37968975,0.39971387,0.44082782,0.3987561,0.42214558,0.57691234,0.36675552,0.29842275,0.40897718,0.31239736,0.21857828,0.22983783,0.17070954,0.46601078,0.22381747,0.32574946,0.6873456,0.89436805,0.6568577,0.88603455,0.6850949,0.7619722,0.8124737,0.99999994,0.79165316,0.8532568,0.24096586,0.41235548,0.27113006,0.3239684,0.28685045,0.26438484,0.2036318,0.37184352,0.34200805,0.41835305,0.16692424,0.27845043,0.21715388,0.19393195,0.13582127,0.30421293,0.2678468,0.08911546,0.11194038,0.2795251,0.27917093,0.34535465,0.22613522,0.40678632,0.48084834,0.31840998,0.25021216,0.32766613,0.40616328,0.3521664,0.17046595,0.29251662,0.2774617,0.21446808,0.091583446,0.3255298,0.29713768,0.32354537,0.14395615,0.28839302
0.6047329,0.4616042,0.57477283,0.60866493,0.40826452,0.39166617,0.46452942,0.4044018,0.4292694,0.5565496,0.43972546,0.34449726,0.43301243,0.3481684,0.24029769,0.28318235,0.23432946,0.5216185,0.26803386,0.42764902,0.7590184,0.8112056,0.72478366,0.81890315,0.6700534,0.8978529,0.89740574,0.79165316,1.0000001,0.76604325,0.3102122,0.3477757,0.30426672,0.28402236,0.31672803,0.26535514,0.12292747,0.32196602,0.2793957,0.38415432,0.08432385,0.23144417,0.22405243,0.19249552,0.107279845,0.30462688,0.23331039,0.090643294,0.15248668,0.2444536,0.21587414,0.36265105,0.24141917,0.41936168,0.47672275,0.27483976,0.27429622,0.35778317,0.38039222,0.29289648,0.14021851,0.31016493,0.32696512,0.20891818,0.12635553,0.37540704,0.32687345,0.31635964,0.16559398,0.32043344
0.6040669,0.47783488,0.5898362,0.4583046,0.3576379,0.34994498,0.45376736,0.3871936,0.41593876,0.57096004,0.47741595,0.42975774,0.46077928,0.34184486,0.3127044,0.34239605,0.24416256,0.6575654,0.35088983,0.40088725,0.66153145,0.89523464,0.6720279,0.90213984,0.67890596,0.7135846,0.8084217,0.8532568,0.76604325,1.0000001,0.26684982,0.3859997,0.28037697,0.33299124,0.27729213,0.2545671,0.26888835,0.36372218,0.3396645,0.39469475,0.18468936,0.28701353,0.31422558,0.3211962,0.20226923,0.36954647,0.31749335,0.15095557,0.24778321,0.3391135,0.24570973,0.30703944,0.17745113,0.35673073,0.43516392,0.20467992,0.23568848,0.30571032,0.34304786,0.2831208,0.25070527,0.33538955,0.29695237,0.18497156,0.21808386,0.35097328,0.30674112,0.31907272,0.12764327,0.24595645
0.29674006,0.26486826,0.36457357,0.2984248,0.28201357,0.20847954,0.26795432,0.2903392,0.26929894,0.3076374,0.37944776,0.25783342,0.39271218,0.30122656,0.28481638,0.23197445,0.21682295,0.31045613,0.2662533,0.22934139,0.30981085,0.28164643,0.40601993,0.31209785,0.34849986,0.26364183,0.3396583,0.24096586,0.3102122,0.26684982,1.0,0.59904945,0.6121111,0.6515776,0.6907429,0.6454553,0.37052184,0.54496205,0.652834,0.65881675,0.22660212,0.1543679,0.20153806,0.23440018,0.16815898,0.17619099,0.18962416,0.13248417,0.17512728,0.13657475,0.22584854,0.3830951,0.26581535,0.40870106,0.36130795,0.20508394,0.32347262,0.33516213,0.33107185,0.216267,0.11943788,0.25179932,0.21418703,0.048513886,0.12330069,0.3570239,0.29437783,0.28776872,0.048522823,0.36930418
0.3864121,0.37922838,0.48139805,0.3596508,0.3940065,0.34009314,0.39469957,0.3517308,0.3746693,0.3841355,0.46753466,0.33452246,0.44650418,0.37612468,0.34255376,0.18622303,0.2674325,0.33325416,0.32531765,0.3131399,0.3925359,0.41937593,0.46469688,0.40192384,0.43334967,0.35519302,0.38193658,0.41235548,0.3477757,0.3859997,0.59904945,1.0,0.7928657,0.7446448,0.79442954,0.8054099,0.48671013,0.76859075,0.8629617,0.738252,0.31645122,0.20152731,0.18188532,0.18146232,0.16305587,0.19197325,0.18210283,0.081297524,0.027991686,0.18226881,0.32703048,0.49085394,0.3207095,0.49872625,0.5151083,0.39423507,0.3719262,0.42192733,0.44659936,0.39006186,0.15509072,0.28340676,0.29662913,0.14990902,0.16496842,0.32490274,0.33728823,0.40392506,0.10593231,0.22684087
