0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.46099448,0.38313422,0.14021374,0.31186163,0.16576427,0.15858664,0.51279855,0.570873,0.45217115,0.15667783,1.0000004,0.1278631,0.34928393,0.20412125,0.5065842,0.56961733,0.11933933,0.17305915,0.14605108,0.20681828,0.40363196,0.36332077,0.36577448,0.37110007,0.37941298,0.45199853,0.42469588,0.40838793,0.31737804,0.36576045,0.36329228,0.25065747,0.2638604,0.40285575,0.34574112,0.24711932,0.06410624,0.16694857,0.32133546,0.095467016,0.281616,0.33162183,0.24626443,0.29578108,0.2774568,0.24762318,0.22849384,0.3505494,0.26705214,0.23404552,0.28686732,0.30124485,0.14048408,0.40317917,0.27263805,0.21610264,0.15048948,0.4164107,0.4278934,0.38801745,0.16656984,0.21356836,0.12695792,0.25849086,0.18686928,0.26911166,0.21666016,0.13756666,0.2005282,0.20750353,0.12721822,0.16864257,0.067001015,0.21379673,0.116248816,0.15292598,0.16744654,0.1530568,0.21310928,0.240656
0.23649663,0.37229788,0.36376482,0.3093014,0.6596775,0.50658745,0.14635675,0.21423563,0.23971316,0.4907705,0.1278631,0.99999994,0.40935278,0.3508138,0.44518703,0.16192481,0.46540654,0.2902792,0.24845862,0.21388093,0.19771604,0.25569582,0.3091201,0.285514,0.29541725,0.20766929,0.23435211,0.3380267,0.22887139,0.22171882,0.25019127,0.18044074,0.25859314,0.22104031,0.20469745,0.22024289,0.30037454,0.51682174,0.27095637,0.5295551,0.2577912,0.4702939,0.31949922,0.45412928,0.29039365,0.25414905,0.34898984,0.27027208,0.25663012,0.30076402,0.24935775,0.32758453,0.22070007,0.39257532,0.30125022,0.58194953,0.33414078,0.31344935,0.33950415,0.332752,0.47883648,0.4135569,0.36858073,0.22361824,0.41563275,0.34693855,0.33070505,0.31096354,0.49264768,0.21365693,0.28970373,0.21794242,0.26845977,0.32693446,0.17285693,0.17535332,0.49406245,0.20733233,0.33281893,0.34153843
0.6238472,0.57099104,0.3231112,0.18735911,0.275263,0.27780253,0.32199854,0.5563633,0.42931968,0.3975984,0.34928393,0.40935278,1.0,0.24514405,0.37816462,0.35744524,0.4729997,0.3112703,0.28711295,0.33465388,0.43702537,0.44867787,0.48335627,0.48213795,0.5013908,0.45070457,0.42535117,0.43147042,0.57363266,0.46600166,0.4431329,0.37230247,0.4716314,0.40248978,0.38062134,0.37198576,0.25445828,0.304063,0.39276084,0.249565,0.35592833,0.4728357,0.5751704,0.4847809,0.54589736,0.33438218,0.4336379,0.4017743,0.35438344,0.45522702,0.34802905,0.40693423,0.22041124,0.5253656,0.44154665,0.23739491,0.22496584,0.44121265,0.37125304,0.46675527,0.43614545,0.24956238,0.30141717,0.28498563,0.3785451,0.34004456,0.3545626,0.30527964,0.30385464,0.30207774,0.30645093,0.33712018,0.22469887,0.31690678,0.24035776,0.32352325,0.3782522,0.42174798,0.35195845,0.33017808
0.37133086,0.48041898,0.379619,0.46771294,0.43080854,0.43043038,0.31612408,0.30189264,0.341062,0.45687744,0.20412125,0.3508138,0.24514405,1.0,0.5115082,0.3067075,0.7207302,0.3501026,0.7950933,0.69268656,0.18292564,0.28174403,0.28634268,0.33850083,0.2583616,0.2769218,0.26344168,0.26627848,0.22927402,0.24436814,0.14307897,0.048183374,0.16144371,0.13879187,0.11894963,0.1171882,0.1261578,0.3707472,0.22927943,0.29399577,0.28776577,0.44139495,0.29406536,0.41133583,0.2261536,0.21789762,0.36361027,0.41791138,0.25099522,0.33556372,0.17201692,0.21361098,0.1467177,0.2558425,0.19647735,0.29225045,0.18683477,0.20081723,0.29124886,0.29048407,0.43593448,0.5379237,0.4013182,0.31769833,0.42841816,0.4064903,0.3077374,0.38700253,0.53682226,0.30770114,0.53900325,0.6248832,0.53418297,0.7017513,0.47992584,0.47391167,0.62326276,0.5041106,0.6576714,0.6992248
0.38309938,0.5391922,0.33050394,0.3474229,0.41028312,0.35435826,0.38779917,0.37217355,0.39717826,0.3871956,0.5065842,0.44518703,0.37816462,0.5115082,1.0000001,0.4286829,0.36930895,0.21836038,0.39570805,0.3373584,0.3501125,0.41088995,0.4294982,0.43701133,0.4294957,0.41783628,0.43108767,0.4811681,0.31614882,0.39651287,0.26996067,0.19333479,0.2683061,0.3092722,0.3016129,0.23792948,0.11095835,0.33460012,0.33885056,0.289437,0.47060782,0.61171067,0.44805974,0.59382653,0.40922195,0.43619695,0.51410604,0.51258737,0.4085182,0.4645871,0.3015267,0.3269877,0.18552405,0.41691113,0.29907462,0.35822013,0.19670095,0.36123303,0.46007207,0.48413727,0.34014535,0.45913655,0.34917992,0.35691124,0.35406128,0.3585711,0.2531458,0.29990992,0.48144153,0.22951224,0.2787796,0.29200885,0.25310543,0.40968713,0.22890213,0.219703,0.40386397,0.2322321,0.34953472,0.35545704
0.51876867,0.41970554,0.17315254,0.4056328,0.2249622,0.1376327,0.7051069,0.6089229,0.6804108,0.16041534,0.56961733,0.16192481,0.35744524,0.3067075,0.4286829,1.0,0.2668542,0.3177422,0.2736393,0.2896825,0.46254036,0.4169699,0.3958118,0.44318822,0.3914744,0.49410245,0.3903225,0.36296353,0.3651402,0.43296897,0.23968454,0.2271234,0.26661962,0.339141,0.3004083,0.26725343,0.025414672,0.17140403,0.3258733,0.09579896,0.40930408,0.3488566,0.27959526,0.30704853,0.29134834,0.29232126,0.35355213,0.31718117,0.3250337,0.26473314,0.24525847,0.22202341,0.122562975,0.3225313,0.22620511,0.20706174,0.13093933,0.25857404,0.32159257,0.36568922,0.13568448,0.28893864,0.13690078,0.2448795,0.19346009,0.24664867,0.15263364,0.21130721,0.26376432,0.18925393,0.22379893,0.23013453,0.1755479,0.24686407,0.14898841,0.15844327,0.21089628,0.232363,0.24677971,0.25083253
0.34642318,0.41806486,0.47999322,0.4758594,0.37202,0.45412824,0.27137476,0.2862542,0.27903813,0.55437493,0.11933933,0.46540654,0.4729997,0.7207302,0.36930895,0.2668542,1.0,0.3954375,0.7828563,0.71989024,0.15911275,0.20373948,0.22358745,0.27172384,0.22613993,0.20372587,0.18307935,0.20536786,0.21358317,0.20353831,0.20898116,0.13415061,0.2493707,0.18576646,0.21911494,0.21148016,0.30796573,0.44625986,0.2846526,0.42667922,0.3357532,0.42794833,0.3982635,0.43335587,0.29028994,0.28794327,0.46190786,0.365672,0.27105066,0.40530527,0.22409703,0.29838955,0.2452152,0.34446317,0.27937472,0.23485616,0.28960973,0.22699255,0.31746176,0.28495863,0.61937416,0.46473765,0.5672811,0.3369617,0.54448825,0.46212685,0.46677756,0.46130213,0.52492255,0.42320576,0.5746942,0.63355553,0.6333159,0.66539353,0.48725733,0.55484754,0.7251737,0.5913445,0.5867853,0.5983833
0.3801478,0.39325228,0.5520626,0.45582703,0.32271406,0.41456306,0.37215295,0.38911736,0.41437015,0.475898,0.17305915,0.2902792,0.3112703,0.3501026,0.21836038,0.3177422,0.3954375,1.0,0.363782,0.41136009,0.27979505,0.28402922,0.34459004,0.35556644,0.3365008,0.29955843,0.24144505,0.29311225,0.32507065,0.28135765,0.29138243,0.25866124,0.34031904,0.27069032,0.34571978,0.24880278,0.26568556,0.3630678,0.30442217,0.3381176,0.2727557,0.34589544,0.3142439,0.3519008,0.2842621,0.22584037,0.3445431,0.29391208,0.24225548,0.3487843,0.24874161,0.3664617,0.319195,0.33856204,0.39910018,0.2954341,0.34183308,0.338443,0.36530632,0.37055242,0.42624182,0.30525267,0.27282694,0.24423392,0.465801,0.33406708,0.3808582,0.3903917,0.25723195,0.41174224,0.4112754,0.38214427,0.37596235,0.34419343,0.21951099,0.34270692,0.28600463,0.35504863,0.34764746,0.4143479
0.28842756,0.4294029,0.42055833,0.48244452,0.34280756,0.39228344,0.25995946,0.2590574,0.2736467,0.44869646,0.14605108,0.24845862,0.28711295,0.7950933,0.39570805,0.2736393,0.7828563,0.363782,1.0,0.8007435,0.17983174,0.23192742,0.22682366,0.29278705,0.24763316,0.23092937,0.19921859,0.23267768,0.20096491,0.1912541,0.19669703,0.13373543,0.21239978,0.17014441,0.18603848,0.15655458,0.2418301,0.3576584,0.24708325,0.31991407,0.3200488,0.3967437,0.33472577,0.39351043,0.25708446,0.24159768,0.38504958,0.36725214,0.25363386,0.33274072,0.19439754,0.26546657,0.22441027,0.27684677,0.247199,0.25089952,0.24849221,0.21807943,0.35175243,0.30874932,0.48472077,0.44781297,0.53823936,0.39950246,0.47371945,0.37225133,0.42412466,0.47165376,0.4602956,0.41518378,0.56883883,0.6493377,0.619715,0.700336,0.68160564,0.5616897,0.5938618,0.57779104,0.60486394,0.6262217
0.32337204,0.40740097,0.4113232,0.42615768,0.3013358,0.39340028,0.29615408,0.3312682,0.34403005,0.43546647,0.20681828,0.21388093,0.33465388,0.69268656,0.3373584,0.2896825,0.71989024,0.41136009,0.8007435,0.9999999,0.18338954,0.2177965,0.23475538,0.27725562,0.23613024,0.23199862,0.18047772,0.19621076,0.22205885,0.19621313,0.24401066,0.16686453,0.22661562,0.20313168,0.21793495,0.1746612,0.23818308,0.360703,0.2282788,0.29905036,0.27513957,0.34900555,0.33554608,0.3741973,0.26971868,0.2056613,0.33808514,0.36469215,0.23241226,0.29495797,0.17877297,0.24989548,0.17658655,0.2943101,0.24852292,0.21140558,0.20736314,0.24142459,0.30939305,0.30736434,0.44782004,0.3595345,0.4299405,0.37067738,0.4388494,0.36831322,0.61122096,0.46187103,0.37758482,0.6256158,0.5577636,0.7185307,0.57984495,0.64039147,0.5297904,0.72650826,0.55830663,0.7562534,0.68008566,0.67912483
0.49059492,0.5264817,0.17207618,0.18568611,0.21986549,0.19165051,0.40183046,0.43783778,0.427193,0.27393204,0.40363196,0.19771604,0.43702537,0.18292564,0.3501125,0.46254036,0.15911275,0.27979505,0.17983174,0.18338954,1.0000001,0.8889416,0.8803259,0.8419746,0.8530065,0.84037447,0.8733895,0.8097558,0.8504001,0.86872643,0.30410966,0.30842373,0.3513943,0.34393677,0.34931022,0.2951847,0.10049459,0.12016486,0.32580757,0.106980644,0.35517067,0.42264637,0.35652927,0.39819917,0.4490315,0.3128025,0.33948302,0.43071526,0.35523143,0.2951641,0.2692177,0.29546908,0.16497898,0.35980868,0.2954705,0.20164324,0.16150402,0.30017072,0.28842103,0.37954256,0.1705337,0.13262463,0.05628645,0.20550737,0.19180854,0.2199736,0.15058851,0.10764642,0.12912336,0.1433436,0.24610181,0.20492765,0.18501931,0.1916352,0.19030476,0.22507726,0.21743882,0.20092438,0.27907076,0.24676116
0.5073481,0.6009503,0.18370825,0.22161257,0.2861787,0.24326305,0.38543808,0.43233687,0.40804505,0.32843637,0.36332077,0.25569582,0.44867787,0.28174403,0.41088995,0.4169699,0.20373948,0.28402922,0.23192742,0.2177965,0.8889416,1.0,0.9389069,0.88076115,0.90244156,0.8055612,0.9156862,0.87448204,0.86455846,0.90610015,0.2393191,0.23408669,0.29852375,0.27452007,0.27929825,0.2440446,0.06309022,0.17451508,0.24240862,0.1428513,0.33184403,0.53903645,0.3356722,0.48146942,0.4562605,0.29564756,0.35817125,0.4615866,0.37477052,0.32880417,0.25875434,0.27811545,0.13594349,0.37174267,0.28160387,0.24748255,0.1508883,0.27391553,0.2942875,0.4106362,0.20492512,0.24988048,0.11577966,0.25612712,0.21978883,0.21565968,0.15811166,0.14473207,0.24826598,0.16041364,0.30496657,0.2407047,0.18778111,0.24570753,0.20375904,0.23567574,0.25426096,0.22143288,0.33309108,0.29519662
0.51780194,0.5982515,0.2474512,0.22818238,0.32555863,0.29600847,0.38607663,0.43671972,0.42622772,0.38940805,0.36577448,0.3091201,0.48335627,0.28634268,0.4294982,0.3958118,0.22358745,0.34459004,0.22682366,0.23475538,0.8803259,0.9389069,1.0000004,0.9092268,0.9283753,0.7822873,0.9035032,0.886898,0.8828388,0.8900656,0.29376444,0.2705553,0.33608866,0.3128968,0.32447255,0.27959415,0.11665836,0.2224719,0.29406202,0.19873697,0.33157656,0.5098006,0.3722809,0.52112496,0.4570713,0.29887763,0.36226878,0.45591116,0.3757548,0.3568425,0.27303496,0.30898997,0.1597076,0.39220557,0.30483085,0.29235858,0.1823063,0.31607527,0.32979152,0.42821488,0.25652733,0.23644629,0.12343196,0.25301757,0.2726752,0.23181757,0.17702143,0.17166534,0.23339128,0.17406535,0.34115872,0.25414902,0.24352026,0.25078934,0.19880062,0.25424686,0.31163928,0.24330306,0.33977887,0.31149963
0.5216864,0.6228768,0.21167307,0.24427459,0.28348127,0.2583273,0.42594647,0.4497787,0.42564693,0.35460648,0.37110007,0.285514,0.48213795,0.33850083,0.43701133,0.44318822,0.27172384,0.35556644,0.29278705,0.27725562,0.8419746,0.88076115,0.9092268,1.0000001,0.8833168,0.8137705,0.85372925,0.8657808,0.85914886,0.83080596,0.26807925,0.2431269,0.3134225,0.2863085,0.28299418,0.24114336,0.078726225,0.18762393,0.2699383,0.17583536,0.37609646,0.50102615,0.32833928,0.48851404,0.42259145,0.31938592,0.41810107,0.42266282,0.38749218,0.31820282,0.26471296,0.29942584,0.122440964,0.37012625,0.2971776,0.26986438,0.16572021,0.30544168,0.34103024,0.41180262,0.2536748,0.21702647,0.09935161,0.20467636,0.26188448,0.24835265,0.18525892,0.1149898,0.2404613,0.169884,0.29858962,0.21951927,0.1822343,0.23375072,0.16067882,0.19170146,0.2864819,0.23391867,0.31747848,0.29380807
0.50143087,0.5733201,0.21313477,0.2148534,0.28469497,0.27406812,0.36525425,0.47312766,0.39055863,0.35517344,0.37941298,0.29541725,0.5013908,0.2583616,0.4294957,0.3914744,0.22613993,0.3365008,0.24763316,0.23613024,0.8530065,0.90244156,0.9283753,0.8833168,1.0,0.7735463,0.86912835,0.895634,0.844492,0.84987354,0.33251488,0.3153109,0.3735515,0.3444693,0.36799222,0.3056713,0.1683326,0.21199143,0.31424713,0.22673793,0.37540948,0.5158557,0.37267384,0.5196869,0.4766697,0.3153376,0.38503978,0.44476733,0.39858267,0.3564143,0.2672791,0.32026714,0.17044812,0.40528756,0.32202595,0.28048518,0.19725546,0.33566746,0.34524742,0.4438596,0.27097896,0.21743847,0.13491026,0.26545045,0.27921066,0.22306816,0.1759627,0.19235337,0.21626207,0.16547422,0.34014192,0.22878893,0.22943234,0.24077715,0.20055293,0.24669106,0.31624958,0.23412792,0.33059752,0.30791542
0.62655914,0.59826434,0.2404627,0.32383412,0.2521247,0.2505297,0.51280105,0.54773444,0.47859353,0.32553646,0.45199853,0.20766929,0.45070457,0.2769218,0.41783628,0.49410245,0.20372587,0.29955843,0.23092937,0.23199862,0.84037447,0.8055612,0.7822873,0.8137705,0.7735463,1.0,0.79874974,0.75470793,0.7667975,0.7929818,0.26497892,0.26626953,0.3073759,0.38265446,0.30562264,0.27066872,0.05028315,0.16276093,0.34552923,0.10355779,0.41614625,0.4524853,0.34779108,0.41535982,0.47609708,0.3506412,0.40104336,0.45919952,0.40584302,0.30906978,0.2812289,0.31088486,0.119537614,0.37504706,0.27886626,0.21020445,0.15219535,0.28711045,0.30731732,0.39923373,0.21299939,0.24876368,0.13383159,0.25714228,0.24517098,0.3026357,0.20730372,0.16469248,0.24696103,0.20995007,0.25966814,0.2274412,0.16209765,0.28026715,0.18881889,0.1972068,0.22424106,0.22838038,0.29629254,0.31599718
0.4727204,0.6112022,0.19213319,0.18809688,0.24952348,0.2590369,0.35598272,0.3886594,0.36918432,0.35226756,0.42469588,0.23435211,0.42535117,0.26344168,0.43108767,0.3903225,0.18307935,0.24144505,0.19921859,0.18047772,0.8733895,0.9156862,0.9035032,0.85372925,0.86912835,0.79874974,1.0000001,0.89044476,0.81883615,0.8900126,0.2580628,0.22185647,0.2744283,0.28612292,0.29412997,0.24362612,0.04223399,0.16433357,0.27502757,0.12448867,0.34689164,0.48466533,0.33162406,0.46385905,0.45387608,0.31639177,0.38953254,0.44015488,0.39995936,0.32642156,0.25930363,0.26807424,0.121193044,0.38376907,0.24288684,0.22393177,0.11017224,0.28883302,0.33318225,0.4026033,0.22883412,0.19826278,0.11589692,0.25735724,0.21911825,0.22074126,0.1367326,0.12436197,0.21770455,0.12421133,0.26539344,0.18609002,0.1799765,0.21874695,0.1554995,0.1966698,0.28568533,0.1729708,0.2699475,0.26193106
0.44285765,0.60596484,0.23295885,0.22375718,0.3185964,0.28882733,0.32112622,0.38270646,0.35542357,0.37875265,0.40838793,0.3380267,0.43147042,0.26627848,0.4811681,0.36296353,0.20536786,0.29311225,0.23267768,0.19621076,0.8097558,0.87448204,0.886898,0.8657808,0.895634,0.75470793,0.89044476,1.0000001,0.78412294,0.81877816,0.24929965,0.2053602,0.26751602,0.27320406,0.26411292,0.20435196,0.06821355,0.19505191,0.22808605,0.19317137,0.3272108,0.5152929,0.30372706,0.5005971,0.42786813,0.27894512,0.36742288,0.39633986,0.3770221,0.28754714,0.21729934,0.2527146,0.08762046,0.3708661,0.23227632,0.28624272,0.12520422,0.2981496,0.33806184,0.4190279,0.28198135,0.2559202,0.14321774,0.28357288,0.2786973,0.19802341,0.15676537,0.16599879,0.27557525,0.13873827,0.31854698,0.17185688,0.17006437,0.22493233,0.1917386,0.18336631,0.32080024,0.16579436,0.30403936,0.28238177
