0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0.5974458,0.5771428,0.6159346,0.60334367,0.6080278,0.6253046,0.65982044,0.551635,0.6060559,0.6127865,1.0000001,0.75726056,0.76959324,0.7562606,0.681505,0.68566406,0.7430526,0.66838676,0.71138376,0.76866263,0.5673572,0.54769343,0.47457504,0.572471,0.5413323,0.5367009,0.55528057,0.43221888,0.54729384,0.5956605,0.46432927,0.38969448,0.36691222,0.5383091,0.6139897,0.45684063,0.3694122,0.40370065,0.5366989,0.48447424,0.6064778,0.6279996,0.6063407,0.6106326,0.70133483,0.6226096,0.5650329,0.5616737,0.6460775,0.5328537,0.32060316,0.3814469,0.38758096,0.39588025,0.3774993,0.30509692,0.38651022,0.45521197,0.4655566,0.17761646,0.48809388,0.5555804,0.50648385,0.5425015,0.4899543,0.507387,0.47152779,0.4383178,0.54404867,0.4465018,0.42141554,0.46098927,0.4160593,0.40247616,0.46903777,0.41027355,0.48096785,0.4769119,0.4792235,0.43951637,0.40161303,0.4816704,0.4463199,0.44067478,0.4144394,0.4442987,0.4140505,0.48642918,0.4184544,0.44905487,0.40879893
0.5875503,0.53069407,0.6701162,0.6368408,0.638349,0.64498425,0.66850257,0.59852993,0.55737185,0.5622292,0.75726056,1.0000001,0.8109101,0.72645956,0.80298984,0.69881123,0.74352837,0.70430773,0.6744565,0.74646103,0.5523703,0.49212596,0.47763264,0.5570723,0.6110854,0.53805345,0.58514726,0.44087085,0.567609,0.55893,0.4719668,0.36723286,0.34922963,0.5757038,0.59277856,0.43122506,0.43655324,0.52931905,0.51066273,0.5253998,0.6123843,0.6458908,0.71740764,0.73914003,0.7033232,0.66659427,0.59972256,0.63953286,0.75994885,0.6888971,0.4887296,0.5013987,0.5811652,0.5318579,0.5304008,0.46761978,0.5311368,0.63993233,0.64071774,0.29215613,0.5510933,0.539496,0.5569683,0.52318233,0.55674076,0.49802455,0.5272556,0.47903305,0.54553187,0.5274173,0.5619776,0.5712792,0.45286468,0.54211795,0.58825624,0.5222418,0.5796297,0.56512004,0.55142313,0.4707717,0.46601734,0.64067763,0.56642866,0.5336621,0.46232694,0.5399777,0.44775102,0.5998801,0.49239513,0.52824855,0.51688063
0.560476,0.5285624,0.6006089,0.56435853,0.5638963,0.60988647,0.5924118,0.56751007,0.5511233,0.5950664,0.76959324,0.8109101,0.9999999,0.8163554,0.7857034,0.7136157,0.7794588,0.73791116,0.6812269,0.8403902,0.5628049,0.52416307,0.46883738,0.5543519,0.670223,0.5612275,0.5369476,0.48517695,0.52545935,0.56187344,0.432797,0.29175997,0.27129135,0.48899347,0.5789741,0.37289587,0.32985577,0.4440984,0.49876425,0.46954763,0.6205294,0.6153262,0.608456,0.5908314,0.723241,0.6722206,0.57885844,0.5011391,0.6281891,0.545444,0.4004644,0.384795,0.40938345,0.36367053,0.3682485,0.37259236,0.3845367,0.47311655,0.47590834,0.2094441,0.51851743,0.46705803,0.5195518,0.39151728,0.521837,0.41631678,0.4217195,0.43322614,0.47814584,0.44681394,0.44344342,0.49429473,0.40117162,0.43558088,0.45217386,0.39667532,0.45695555,0.39468694,0.44239196,0.3786393,0.39542615,0.53375447,0.4639479,0.44777662,0.39880562,0.40444922,0.39134094,0.51640236,0.41621664,0.45795396,0.38248545
0.569717,0.53672063,0.5933255,0.5738532,0.5713644,0.58887535,0.61049724,0.53223246,0.53177655,0.5575693,0.7562606,0.72645956,0.8163554,1.0,0.69720095,0.7101664,0.73855835,0.6834509,0.6675159,0.77123994,0.51586896,0.52702564,0.4173889,0.53654265,0.55255103,0.5494309,0.56096625,0.46264708,0.52267766,0.55108106,0.39747688,0.29664674,0.20814031,0.42338273,0.5377998,0.379993,0.26989576,0.36720726,0.49543697,0.4696223,0.579567,0.5903715,0.576422,0.54934716,0.66119677,0.62749964,0.5490534,0.49805313,0.59016705,0.5404792,0.32816285,0.3542268,0.393605,0.34812155,0.37265164,0.3031012,0.37155586,0.41687155,0.44769347,0.18328959,0.4905531,0.5013489,0.47977823,0.4264672,0.499057,0.43669593,0.42661285,0.43345582,0.4934995,0.38540938,0.41704306,0.4241581,0.38571808,0.39225575,0.4563065,0.41174763,0.49000296,0.4588885,0.47531286,0.4430241,0.40435788,0.48329452,0.42181396,0.44209686,0.38000685,0.40874648,0.37105203,0.48078656,0.36012465,0.44440544,0.35656872
0.59094894,0.55563045,0.6652783,0.6321425,0.65979767,0.6200252,0.6520335,0.60181147,0.6037296,0.579366,0.681505,0.80298984,0.7857034,0.69720095,0.9999999,0.65889084,0.7151891,0.7201525,0.68387973,0.7627342,0.5435741,0.5397642,0.52847266,0.5503338,0.61757743,0.5751148,0.54518604,0.4867613,0.6137843,0.61678964,0.3979431,0.40235358,0.3135461,0.5413244,0.5579685,0.464007,0.43893078,0.41349208,0.5045004,0.47594333,0.6653516,0.5679287,0.62445974,0.68215346,0.73701376,0.6884305,0.56518066,0.5781453,0.75371367,0.6149125,0.45074,0.43870792,0.48707268,0.44184324,0.4472986,0.39439613,0.50965106,0.54904807,0.55597085,0.30551153,0.53559357,0.5011024,0.55800235,0.41159445,0.54439896,0.45273566,0.4801571,0.47195554,0.53364444,0.48486504,0.57385266,0.48321837,0.4146274,0.44430676,0.5446627,0.45024222,0.48819426,0.4843717,0.47340563,0.44937676,0.43016353,0.5711895,0.5048312,0.4883025,0.39819753,0.48206633,0.4168871,0.5294443,0.42874858,0.48456204,0.44183117
0.5041831,0.46289396,0.49844688,0.4876248,0.52710426,0.46751782,0.51129806,0.43735188,0.49251643,0.5117968,0.68566406,0.69881123,0.7136157,0.7101664,0.65889084,0.9999998,0.7142175,0.5564628,0.58873034,0.70858234,0.4867399,0.46939874,0.3836293,0.45604077,0.53640914,0.5407156,0.49874282,0.416084,0.4886149,0.47448713,0.3776864,0.3049852,0.30975068,0.47748667,0.48069865,0.35798845,0.34372243,0.3898692,0.4571184,0.39890376,0.5211552,0.5176569,0.56259304,0.48729736,0.5857485,0.58692324,0.61335367,0.4334691,0.58495224,0.5122803,0.30592683,0.32288903,0.36211863,0.34551764,0.3963044,0.2881224,0.4138142,0.38123232,0.41184673,0.23087315,0.44622377,0.43937007,0.44390404,0.53152233,0.41729924,0.47704428,0.4846027,0.33775106,0.45159063,0.41758645,0.41470644,0.5057721,0.43590382,0.500727,0.5152988,0.35437864,0.49184293,0.4695214,0.50621635,0.47792166,0.38820672,0.4697294,0.43129447,0.44287288,0.38532007,0.3881993,0.41718367,0.5258509,0.42972907,0.4889429,0.41638243
0.5566626,0.518762,0.5840847,0.54660636,0.57371336,0.56945753,0.553465,0.52504176,0.5477183,0.5501942,0.7430526,0.74352837,0.7794588,0.73855835,0.7151891,0.7142175,0.99999994,0.6758131,0.66135556,0.71267307,0.56355447,0.5249934,0.44914997,0.5215325,0.5776007,0.5064406,0.5541728,0.4131006,0.550314,0.57594144,0.45700324,0.34369898,0.32420462,0.4936351,0.55665654,0.42490408,0.37693617,0.44540024,0.4545092,0.46813595,0.6293624,0.5827518,0.6509898,0.62890375,0.69830424,0.6352911,0.5806759,0.51313835,0.6081302,0.53158224,0.28408292,0.31958857,0.3497192,0.34712368,0.3255561,0.24184848,0.3173182,0.4143563,0.46028262,0.18793523,0.46757796,0.47608998,0.50733674,0.42703697,0.4805991,0.45175743,0.47232416,0.48828942,0.51565194,0.42852077,0.4515869,0.423287,0.41533598,0.43587056,0.47462645,0.46427876,0.53417856,0.42149553,0.4940688,0.4030981,0.4202943,0.50755495,0.50887114,0.47888505,0.44181794,0.43732014,0.4317435,0.5417224,0.40227106,0.49300843,0.44464588
0.5799178,0.6006996,0.63881105,0.6205095,0.6161785,0.6459785,0.6528936,0.579754,0.58612883,0.6228095,0.66838676,0.70430773,0.73791116,0.6834509,0.7201525,0.5564628,0.6758131,0.99999994,0.65097845,0.686279,0.60491985,0.5888303,0.5285248,0.5676054,0.55273986,0.56347084,0.58134073,0.47399768,0.56091326,0.6450449,0.42146325,0.40663865,0.33688414,0.5374528,0.5859846,0.45795718,0.44038752,0.41284063,0.5191193,0.4827456,0.67080384,0.6363008,0.6123161,0.6689339,0.6775191,0.67408687,0.6131675,0.6248367,0.6903955,0.605469,0.40654182,0.45463532,0.45550218,0.44345576,0.42127842,0.41160432,0.45929658,0.4862349,0.5148633,0.28653845,0.46955,0.5832073,0.5019059,0.46236393,0.43399805,0.38991717,0.42108262,0.53923327,0.6233175,0.3984561,0.4953052,0.46709877,0.29682595,0.5009756,0.4433533,0.48427272,0.4205115,0.42452642,0.44209355,0.42769188,0.42616642,0.5314721,0.44900942,0.44742155,0.39244857,0.4445804,0.3950283,0.4864081,0.40364158,0.42437494,0.3889424
0.6656094,0.638624,0.69421816,0.647932,0.6760476,0.6663204,0.6682313,0.49574712,0.6222941,0.69839656,0.71138376,0.6744565,0.6812269,0.6675159,0.68387973,0.58873034,0.66135556,0.65097845,1.0000001,0.686905,0.5194408,0.6001518,0.53742445,0.6023165,0.5306639,0.55618197,0.539283,0.45738965,0.6111169,0.64071065,0.48463303,0.47570068,0.40182266,0.6101515,0.60209423,0.46810874,0.4866061,0.42337683,0.5715832,0.53347707,0.6123202,0.58442086,0.59976834,0.6742628,0.68211734,0.61410284,0.5652194,0.58049035,0.6550478,0.5946524,0.3333393,0.3748577,0.43000793,0.4285713,0.4318378,0.3296967,0.3928956,0.4663807,0.47033367,0.24935192,0.5817201,0.53344905,0.54975396,0.4453978,0.5311961,0.46680743,0.49883252,0.4766259,0.5629945,0.4750017,0.51724744,0.4833883,0.42740667,0.4362316,0.48238125,0.5445612,0.49881208,0.4529523,0.5246767,0.48227948,0.404694,0.5022164,0.42744693,0.4418942,0.3855664,0.41706833,0.39125758,0.49045986,0.4041406,0.46806854,0.4041274
0.5888163,0.5832106,0.6054349,0.5855388,0.59081745,0.5960437,0.5976349,0.56381404,0.58734447,0.6231509,0.76866263,0.74646103,0.8403902,0.77123994,0.7627342,0.70858234,0.71267307,0.686279,0.686905,0.9999997,0.49227387,0.5142814,0.45229474,0.49257976,0.53488123,0.51784617,0.49155766,0.45863593,0.50261414,0.5258176,0.39249298,0.33613095,0.25789168,0.46573013,0.5789642,0.36275634,0.3019078,0.44934866,0.49980965,0.5017849,0.60616636,0.58805084,0.5567277,0.5652582,0.6712837,0.6865129,0.58766735,0.4884022,0.6151535,0.53049463,0.41452703,0.36007452,0.40888143,0.36820227,0.4102962,0.30382013,0.42782864,0.49432623,0.4690503,0.2337126,0.50759166,0.52950907,0.5475939,0.44050923,0.4962753,0.45185083,0.4279826,0.4118779,0.47545198,0.4767686,0.5091604,0.50958765,0.36505666,0.3990988,0.4447668,0.39906567,0.40502375,0.41921127,0.44414768,0.4113844,0.41100824,0.53310394,0.45251742,0.4422141,0.39840403,0.41286466,0.3941234,0.5244361,0.45837426,0.44609368,0.40423393
0.4845789,0.41361493,0.4977639,0.554212,0.5014045,0.4722339,0.51209426,0.3900208,0.5542024,0.44879583,0.5673572,0.5523703,0.5628049,0.51586896,0.5435741,0.4867399,0.56355447,0.60491985,0.5194408,0.49227387,1.0,0.6643619,0.70049876,0.7902495,0.6338491,0.7040682,0.7312251,0.65431976,0.6863978,0.72415924,0.5133281,0.45494083,0.40242115,0.5631106,0.65007293,0.5509986,0.55467093,0.4889714,0.5840991,0.6181171,0.532029,0.5158625,0.5043987,0.5661169,0.51170903,0.4350682,0.44955048,0.4802791,0.50933653,0.47329196,0.41018683,0.39291403,0.44888958,0.44645944,0.38974243,0.43113002,0.3631956,0.48241347,0.51696056,0.27188078,0.36260304,0.45100588,0.37197748,0.3760569,0.3721304,0.39215365,0.41031048,0.36785302,0.4645858,0.3585101,0.41848004,0.3893448,0.3401807,0.37366474,0.4084627,0.4124243,0.43823156,0.34478092,0.40297556,0.41873947,0.27541286,0.37764996,0.34286886,0.3051484,0.3028825,0.32307085,0.27916065,0.3597622,0.29449588,0.30798325,0.30123827
0.6268939,0.5242179,0.593163,0.57785755,0.60230535,0.5281161,0.6304114,0.49576172,0.60624874,0.5224935,0.54769343,0.49212596,0.52416307,0.52702564,0.5397642,0.46939874,0.5249934,0.5888303,0.6001518,0.5142814,0.6643619,1.0000002,0.66616595,0.7693366,0.6738669,0.7472628,0.655278,0.695169,0.78174293,0.8127628,0.48498777,0.5879297,0.3930362,0.51872903,0.6136007,0.56167954,0.48569167,0.4143655,0.5955199,0.44338676,0.54580927,0.52670926,0.54489976,0.5589736,0.58958447,0.50219506,0.45876634,0.50015795,0.5592771,0.46543062,0.37763456,0.41935235,0.40721494,0.44072178,0.4298632,0.3848318,0.39520243,0.40548712,0.4472539,0.33127278,0.4338356,0.40008798,0.43676597,0.3590914,0.39895806,0.3986031,0.3828989,0.38531828,0.46391279,0.33281094,0.40680563,0.3535064,0.2698087,0.28491685,0.35233557,0.4558318,0.37740704,0.3701325,0.40224946,0.3238118,0.3481138,0.4177704,0.38679907,0.36707264,0.38708732,0.3720289,0.36928177,0.41583282,0.4042429,0.3877753,0.38453817
0.49133658,0.42801705,0.47911075,0.5076218,0.47342458,0.42707312,0.4602316,0.34427887,0.5207191,0.41283348,0.47457504,0.47763264,0.46883738,0.4173889,0.52847266,0.3836293,0.44914997,0.5285248,0.53742445,0.45229474,0.70049876,0.66616595,1.0000001,0.71925116,0.5520162,0.66305834,0.65870523,0.60830665,0.75430435,0.6982711,0.4720869,0.63282406,0.4114272,0.5497052,0.58030486,0.47295246,0.46848643,0.5428406,0.5820643,0.5709791,0.44930673,0.45842433,0.44245666,0.5073783,0.4975919,0.39035743,0.3725761,0.4315899,0.5074072,0.41351092,0.38005894,0.29668435,0.39828235,0.3670906,0.36457115,0.33777723,0.35844854,0.4173601,0.42240408,0.24742997,0.41508263,0.4259473,0.39572766,0.32372433,0.38625133,0.3449966,0.3636766,0.3723762,0.46564788,0.35920203,0.4086853,0.3622211,0.33247942,0.3189354,0.40784153,0.44242218,0.41340828,0.33933607,0.3728363,0.4148408,0.2038781,0.35194832,0.2766285,0.265526,0.26016983,0.26483753,0.23335172,0.30337209,0.25667536,0.28183714,0.27697936
0.5721119,0.49838224,0.5752133,0.5797343,0.5357857,0.5333352,0.57049704,0.45443198,0.57646334,0.5020252,0.572471,0.5570723,0.5543519,0.53654265,0.5503338,0.45604077,0.5215325,0.5676054,0.6023165,0.49257976,0.7902495,0.7693366,0.71925116,1.0,0.6848262,0.78021985,0.78567326,0.7212074,0.7584331,0.74599236,0.5209717,0.4752897,0.3894574,0.59608674,0.6596561,0.54226923,0.47387612,0.4708007,0.6054988,0.58375067,0.48920828,0.54833716,0.5226282,0.57455564,0.59613323,0.49481907,0.44963127,0.5195465,0.56431043,0.5001457,0.42602775,0.45519823,0.48460582,0.48800382,0.47035676,0.396852,0.4052216,0.48735917,0.5441225,0.26235044,0.3705422,0.4536537,0.41565832,0.39161044,0.43774906,0.35757264,0.43123117,0.35666576,0.51712805,0.35090587,0.40561482,0.37727416,0.29468876,0.31639266,0.36328754,0.4604131,0.43506524,0.3476046,0.3920695,0.36283422,0.29599836,0.38054168,0.32983255,0.32040638,0.30221805,0.33861083,0.28986922,0.36373013,0.32152286,0.31987238,0.33898437
0.48816362,0.45471215,0.5710302,0.54177564,0.55561227,0.53480893,0.5567758,0.4907155,0.5422162,0.47795233,0.5413323,0.6110854,0.670223,0.55255103,0.61757743,0.53640914,0.5776007,0.55273986,0.5306639,0.53488123,0.6338491,0.6738669,0.5520162,0.6848262,0.9999999,0.7716525,0.626322,0.77102405,0.6782279,0.655362,0.4375278,0.37507698,0.36221522,0.52474874,0.54892665,0.46160856,0.45198923,0.4966412,0.59546906,0.4326939,0.47729728,0.4717527,0.513527,0.57589453,0.6185798,0.5160339,0.46423322,0.47749102,0.5532561,0.47590318,0.43096873,0.47792217,0.4784638,0.48217496,0.4199726,0.38732943,0.37673014,0.4766667,0.4887719,0.21605422,0.3612143,0.39234397,0.4331373,0.4101373,0.45728186,0.3729689,0.43628168,0.39085627,0.48865476,0.4167997,0.4068376,0.48142534,0.40580937,0.39138666,0.3944179,0.42614785,0.44967452,0.30387336,0.4267856,0.3635571,0.30836293,0.40927184,0.38394362,0.34975937,0.3605298,0.33066288,0.32340154,0.38879886,0.37583056,0.37452644,0.36886552
